Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,High,1,Research Scientist,Medium,Single,2096,0,2,3,Good,2,23-27
0,Travel_Rarely,Sales,8,Bachelor,Medical,Male,Very High,2,Sales Executive,Very High,Married,6209,0,10,4,Best,10,28-32
0,Travel_Frequently,Research & Development,25,Bachelor,Medical,Female,High,5,Manager,Medium,Single,18061,0,22,4,Better,0,43-47
0,Travel_Rarely,Research & Development,13,Master,Medical,Female,Medium,4,Manager,Medium,Divorced,17123,1,21,4,Better,19,38-42
0,Travel_Rarely,Research & Development,23,Master,Life Sciences,Male,High,1,Research Scientist,High,Divorced,2372,0,2,3,Better,2,53-57
1,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,High,2,Laboratory Technician,High,Married,4883,0,10,3,Better,10,28-32
1,Travel_Rarely,Research & Development,23,Bachelor,Medical,Male,High,1,Research Scientist,Low,Single,3904,0,6,2,Better,5,38-42
0,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,Female,Medium,2,Laboratory Technician,Very High,Married,4627,0,10,6,Better,9,28-32
0,Travel_Rarely,Research & Development,10,Master,Technical Degree,Female,High,3,Healthcare Representative,High,Married,7094,0,10,0,Better,7,33-37
0,Travel_Rarely,Human Resources,1,College,Life Sciences,Female,High,1,Human Resources,Low,Single,3423,0,10,3,Best,7,43-47
0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Female,Low,2,Laboratory Technician,Very High,Married,6674,0,10,6,Better,9,23-27
0,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Female,High,4,Research Director,Low,Married,16880,1,25,2,Better,3,48-52
1,Travel_Rarely,Sales,25,Master,Marketing,Male,Medium,3,Sales Executive,Medium,Single,9094,1,9,2,Better,5,38-42
1,Travel_Rarely,Sales,5,Bachelor,Life Sciences,Male,High,3,Sales Executive,Medium,Single,8446,1,10,2,Good,8,48-52
0,Travel_Rarely,Research & Development,17,Master,Medical,Female,High,3,Manager,Low,Married,11916,1,9,2,Better,9,28-32
0,Travel_Rarely,Research & Development,18,College,Life Sciences,Male,High,2,Manufacturing Director,High,Single,4534,0,9,6,Better,8,38-42
0,Non-Travel,Sales,2,Master,Life Sciences,Female,High,3,Sales Executive,High,Divorced,9852,1,10,5,Good,10,28-32
0,Non-Travel,Sales,10,College,Medical,Male,Low,2,Sales Executive,Medium,Single,6151,0,19,4,Better,19,38-42
1,Travel_Frequently,Sales,1,Bachelor,Life Sciences,Female,High,1,Sales Representative,Medium,Single,2302,1,3,2,Best,3,28-32
1,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Low,Married,2362,0,10,4,Best,3,43-47
0,Non-Travel,Research & Development,2,Below College,Life Sciences,Male,High,4,Manager,High,Married,17861,1,21,3,Good,20,38-42
0,Travel_Rarely,Research & Development,2,College,Medical,Female,Low,5,Manager,High,Married,19187,0,23,5,Better,19,53-57
0,Travel_Rarely,Human Resources,8,Master,Life Sciences,Male,High,5,Manager,Medium,Single,19717,0,36,4,Better,7,53-57
0,Non-Travel,Research & Development,16,College,Life Sciences,Male,High,1,Research Scientist,High,Divorced,3544,0,6,0,Better,4,38-42
0,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,High,3,Healthcare Representative,Very High,Divorced,8500,0,10,0,Good,9,33-37
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,High,2,Research Scientist,Very High,Single,4661,0,9,4,Better,9,38-42
0,Travel_Frequently,Sales,1,Bachelor,Marketing,Female,High,2,Sales Executive,Low,Divorced,4103,0,10,2,Better,9,38-42
0,Travel_Frequently,Research & Development,4,Master,Life Sciences,Male,High,2,Research Scientist,High,Single,4249,1,9,3,Better,9,33-37
0,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,Male,High,4,Manager,Medium,Divorced,14026,1,33,2,Better,33,48-52
0,Travel_Rarely,Sales,2,College,Life Sciences,Female,High,2,Sales Executive,Low,Divorced,6893,0,11,3,Better,7,33-37
0,Travel_Rarely,Sales,15,College,Medical,Female,High,2,Sales Executive,Low,Single,6125,0,10,6,Best,10,33-37
0,Travel_Rarely,Research & Development,19,Below College,Medical,Male,High,1,Laboratory Technician,Very High,Married,3669,0,7,6,Good,3,23-27
1,Travel_Rarely,Research & Development,7,Master,Medical,Female,Medium,3,Manufacturing Director,Low,Married,10008,1,31,0,Good,10,53-57
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,High,1,Laboratory Technician,Medium,Married,2387,0,7,3,Better,4,38-42
0,Travel_Frequently,Sales,7,Bachelor,Marketing,Female,Very High,2,Sales Executive,Low,Married,4639,0,17,2,Good,15,33-37
0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Male,High,3,Manufacturing Director,Very High,Single,7898,0,11,2,Better,10,43-47
0,Travel_Rarely,Sales,11,Bachelor,Medical,Female,Very High,1,Sales Representative,Very High,Married,2534,0,5,4,Better,1,23-27
0,Travel_Rarely,Research & Development,11,College,Technical Degree,Female,Medium,4,Manufacturing Director,Medium,Single,13142,0,29,1,Good,5,48-52
0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Female,High,1,Laboratory Technician,Very High,Single,1611,0,0,5,Best,0,
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,Medium,2,Laboratory Technician,Very High,Married,5363,0,10,0,Better,9,33-37
0,Travel_Frequently,Sales,2,Below College,Life Sciences,Male,Low,2,Sales Executive,Very High,Single,5071,0,8,3,Better,6,23-27
1,Travel_Rarely,Sales,13,Master,Marketing,Male,Very High,4,Sales Executive,High,Single,13695,1,24,2,Good,19,53-57
0,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Male,High,4,Manufacturing Director,Medium,Married,13402,1,33,0,Better,19,53-57
0,Non-Travel,Research & Development,26,Below College,Technical Degree,Female,Medium,1,Research Scientist,High,Divorced,2029,0,5,2,Better,5,33-37
0,Travel_Rarely,Research & Development,2,Below College,Medical,Female,Very High,2,Healthcare Representative,High,Divorced,6377,0,15,0,Better,12,38-42
0,Travel_Rarely,Research & Development,29,Bachelor,Medical,Male,High,2,Laboratory Technician,High,Married,5429,0,10,1,Better,8,33-37
1,Travel_Frequently,Sales,2,Bachelor,Life Sciences,Female,Medium,1,Sales Representative,Very High,Single,2785,0,3,3,Best,1,28-32
1,Travel_Frequently,Sales,18,Master,Marketing,Female,High,2,Sales Executive,High,Married,4614,1,5,0,Good,4,33-37
0,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Male,Very High,1,Research Scientist,High,Divorced,2610,0,4,2,Better,4,33-37
0,Travel_Rarely,Research & Development,2,Master,Technical Degree,Female,High,2,Healthcare Representative,Very High,Single,6687,0,14,2,Best,14,33-37
0,Travel_Rarely,Sales,26,Bachelor,Life Sciences,Male,Medium,2,Sales Executive,Low,Married,4724,0,5,0,Better,5,23-27
1,Travel_Rarely,Research & Development,22,Master,Medical,Male,High,2,Manufacturing Director,High,Married,6179,1,10,3,Good,10,28-32
0,Travel_Rarely,Sales,21,Master,Life Sciences,Male,Medium,2,Sales Executive,Very High,Married,6120,1,8,2,Best,5,38-42
0,Travel_Frequently,Sales,2,Bachelor,Marketing,Male,High,3,Sales Executive,Medium,Married,10596,0,14,5,Better,4,48-52
0,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,Female,High,2,Research Scientist,Very High,Divorced,5467,1,12,4,Good,6,38-42
0,Travel_Rarely,Research & Development,4,Below College,Life Sciences,Male,High,1,Research Scientist,High,Married,2996,1,8,2,Better,6,33-37
0,Travel_Frequently,Sales,5,Below College,Life Sciences,Male,High,2,Sales Executive,Very High,Married,9998,0,8,2,Best,5,28-32
0,Travel_Rarely,Sales,2,Below College,Marketing,Male,High,2,Sales Executive,Medium,Married,4078,1,4,3,Good,3,28-32
0,Non-Travel,Research & Development,25,College,Life Sciences,Male,High,3,Healthcare Representative,High,Married,10920,0,13,2,Better,6,38-42
0,Travel_Rarely,Sales,18,Below College,Life Sciences,Male,Very High,2,Sales Executive,High,Married,6232,0,6,3,Good,3,23-27
0,Travel_Frequently,Research & Development,28,College,Medical,Female,Very High,4,Manufacturing Director,High,Married,13247,1,24,3,Good,5,48-52
0,Travel_Rarely,Research & Development,6,Bachelor,Medical,Female,Medium,2,Research Scientist,High,Single,4081,1,20,3,Bad,20,38-42
0,Travel_Rarely,Sales,10,Bachelor,Marketing,Female,Medium,2,Sales Executive,Very High,Married,5769,1,6,3,Better,6,23-27
1,Travel_Rarely,Research & Development,17,Master,Life Sciences,Female,High,1,Research Scientist,High,Single,2394,1,8,2,Better,8,23-27
0,Travel_Rarely,Research & Development,2,Below College,Medical,Male,Medium,1,Research Scientist,Very High,Single,3904,0,5,2,Better,4,23-27
0,Travel_Rarely,Human Resources,10,Bachelor,Human Resources,Female,High,4,Manager,Low,Married,16799,0,21,5,Better,20,38-42
0,Travel_Rarely,Research & Development,8,Master,Other,Female,High,1,Laboratory Technician,Low,Married,2950,0,12,2,Bad,5,48-52
0,Travel_Rarely,Research & Development,11,Bachelor,Medical,Female,High,1,Laboratory Technician,High,Single,3629,0,8,6,Better,3,33-37
0,Travel_Frequently,Research & Development,18,College,Life Sciences,Male,High,3,Manufacturing Director,Very High,Single,9362,0,10,2,Better,2,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,High,1,Laboratory Technician,Very High,Married,3229,0,7,2,Good,3,23-27
0,Travel_Rarely,Research & Development,7,Bachelor,Other,Male,Very High,1,Laboratory Technician,Low,Single,3578,0,8,2,Better,7,23-27
0,Travel_Rarely,Human Resources,17,Bachelor,Other,Male,Medium,3,Human Resources,Low,Single,7988,0,10,3,Good,10,28-32
1,Travel_Frequently,Research & Development,28,College,Life Sciences,Male,Medium,2,Laboratory Technician,Low,Single,4284,0,20,2,Better,4,48-52
1,Travel_Frequently,Research & Development,14,Below College,Other,Female,High,3,Healthcare Representative,Very High,Single,7553,1,9,1,Better,8,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,High,4,Research Director,Very High,Single,17328,0,29,3,Good,20,53-57
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,High,5,Research Director,Low,Married,19701,1,32,3,Better,9,53-57
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,Very High,4,Research Director,Very High,Divorced,14732,0,31,4,Best,7,53-57
0,Travel_Rarely,Sales,3,Master,Marketing,Female,High,2,Sales Executive,Medium,Single,9278,1,15,3,Better,5,33-37
1,Travel_Frequently,Sales,1,Master,Life Sciences,Female,Low,1,Sales Representative,High,Single,1359,0,1,3,Better,1,28-32
0,Travel_Rarely,Sales,7,Master,Marketing,Female,High,2,Sales Executive,Low,Divorced,4779,0,8,3,Better,3,28-32
0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,Female,High,4,Research Director,Medium,Single,16422,0,9,3,Best,3,28-32
0,Travel_Frequently,Research & Development,1,Master,Other,Male,High,1,Research Scientist,Low,Divorced,2996,0,10,2,Better,4,33-37
1,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Female,Medium,1,Research Scientist,Medium,Single,1261,0,1,3,Best,1,28-32
0,Travel_Rarely,Research & Development,11,Below College,Life Sciences,Male,High,1,Laboratory Technician,Low,Married,2099,0,6,3,Best,5,23-27
0,Travel_Rarely,Research & Development,4,Master,Life Sciences,Male,Medium,2,Laboratory Technician,Very High,Single,5810,0,10,2,Good,10,33-37
0,Travel_Rarely,Sales,16,Master,Marketing,Female,Medium,2,Sales Executive,Low,Married,5647,0,11,3,Good,3,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,High,1,Research Scientist,Very High,Married,3420,0,17,2,Good,6,43-47
1,Travel_Rarely,Sales,9,College,Life Sciences,Male,Medium,1,Sales Representative,Low,Married,4400,0,6,2,Better,3,23-27
0,Non-Travel,Research & Development,5,College,Technical Degree,Male,Very High,1,Laboratory Technician,High,Single,3500,0,7,2,Bad,6,33-37
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,High,1,Research Scientist,Low,Married,2066,0,5,3,Best,3,53-57
0,Travel_Rarely,Research & Development,2,Master,Medical,Female,High,4,Research Director,High,Married,17169,0,26,2,Best,20,43-47
0,Travel_Rarely,Sales,4,Below College,Medical,Female,High,2,Sales Executive,High,Married,4162,1,5,3,Better,5,23-27
0,Travel_Rarely,Sales,7,Doctor,Marketing,Male,High,2,Sales Executive,Very High,Married,9204,0,7,3,Good,4,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,Medium,1,Laboratory Technician,Medium,Married,3294,0,7,2,Good,5,33-37
0,Travel_Rarely,Research & Development,5,Doctor,Medical,Male,Very High,1,Research Scientist,High,Married,2127,1,7,5,Good,4,38-42
0,Non-Travel,Research & Development,9,Master,Other,Male,High,2,Laboratory Technician,High,Divorced,3975,0,11,2,Best,8,38-42
0,Travel_Rarely,Sales,8,College,Life Sciences,Male,High,3,Sales Executive,Very High,Divorced,10793,0,13,5,Better,13,28-32
1,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,High,3,Sales Executive,Very High,Divorced,10096,0,28,1,Best,7,43-47
1,Non-Travel,Research & Development,2,Bachelor,Life Sciences,Female,Medium,1,Laboratory Technician,Low,Single,3646,1,11,2,Best,1,38-42
1,Travel_Frequently,Research & Development,1,Doctor,Life Sciences,Female,Very High,3,Manufacturing Director,Medium,Single,7446,0,10,2,Better,10,28-32
0,Travel_Rarely,Research & Development,20,Bachelor,Medical,Male,Low,3,Healthcare Representative,Low,Divorced,10851,1,24,2,Better,7,43-47
0,Travel_Rarely,Human Resources,8,College,Medical,Female,Very High,1,Human Resources,Medium,Single,2109,0,8,3,Better,3,28-32
1,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,3722,1,7,2,Bad,2,28-32
0,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,Male,High,3,Manufacturing Director,Very High,Married,9380,1,10,4,Best,3,43-47
0,Travel_Rarely,Sales,7,Bachelor,Marketing,Male,High,2,Sales Executive,Low,Divorced,5486,0,15,3,Better,2,43-47
1,Travel_Rarely,Human Resources,9,Master,Technical Degree,Female,High,1,Human Resources,High,Married,2742,0,2,0,Better,2,33-37
0,Non-Travel,Research & Development,8,Below College,Medical,Male,Medium,3,Research Director,Medium,Divorced,13757,0,16,5,Better,9,38-42
0,Travel_Rarely,Sales,5,Bachelor,Medical,Male,High,2,Sales Executive,Low,Single,8463,0,6,4,Better,5,23-27
0,Non-Travel,Research & Development,5,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,High,Single,3162,0,7,5,Better,5,43-47
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,Very High,4,Research Director,Medium,Single,16598,0,35,2,Good,9,48-52
0,Travel_Rarely,Research & Development,5,Master,Technical Degree,Male,High,2,Healthcare Representative,High,Married,6651,0,20,0,Good,3,48-52
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,High,1,Research Scientist,High,Divorced,2345,0,8,3,Best,3,38-42
0,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,Male,High,1,Research Scientist,Medium,Single,3420,0,6,3,Good,5,43-47
0,Travel_Frequently,Sales,7,Bachelor,Medical,Male,High,2,Sales Executive,Low,Married,4373,0,5,2,Better,4,28-32
0,Travel_Rarely,Sales,3,Bachelor,Other,Male,Low,2,Sales Executive,Low,Single,4759,0,15,2,Better,13,33-37
0,Travel_Rarely,Sales,16,Below College,Life Sciences,Male,High,2,Sales Executive,High,Married,5301,0,4,2,Good,2,28-32
0,Travel_Frequently,Research & Development,9,College,Medical,Female,High,1,Laboratory Technician,Very High,Single,3673,0,12,3,Better,12,38-42
0,Travel_Frequently,Sales,1,Doctor,Marketing,Female,High,2,Sales Executive,High,Married,4768,0,11,4,Good,1,43-47
0,Non-Travel,Research & Development,7,Bachelor,Technical Degree,Male,High,1,Research Scientist,High,Divorced,1274,0,1,2,Good,1,28-32
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,Very High,2,Research Scientist,High,Married,4900,0,13,2,Good,12,53-57
0,Travel_Rarely,Research & Development,7,Master,Life Sciences,Male,High,3,Healthcare Representative,Medium,Divorced,10466,0,29,3,Better,8,48-52
0,Travel_Frequently,Research & Development,15,Bachelor,Medical,Male,High,4,Research Director,Low,Divorced,17007,0,16,3,Good,14,33-37
1,Travel_Frequently,Sales,1,Bachelor,Technical Degree,Male,High,1,Sales Representative,High,Married,2909,0,5,3,Best,3,23-27
1,Travel_Frequently,Sales,13,Bachelor,Technical Degree,Female,High,2,Sales Executive,Medium,Single,5765,0,7,4,Bad,5,28-32
1,Travel_Rarely,Sales,24,Master,Medical,Female,Medium,2,Sales Executive,Medium,Single,4599,1,16,2,Best,15,33-37
0,Travel_Rarely,Sales,7,Below College,Life Sciences,Male,High,1,Sales Representative,High,Married,2404,0,1,3,Better,1,33-37
1,Travel_Frequently,Research & Development,9,Bachelor,Medical,Male,High,1,Laboratory Technician,Low,Single,3172,1,4,2,Good,0,23-27
0,Non-Travel,Sales,13,College,Life Sciences,Female,High,1,Sales Representative,Medium,Married,2033,0,1,2,Better,1,23-27
0,Travel_Frequently,Research & Development,2,Below College,Medical,Male,High,3,Manufacturing Director,High,Single,10209,1,16,2,Good,2,43-47
0,Travel_Rarely,Sales,19,Bachelor,Life Sciences,Male,Medium,2,Sales Executive,High,Divorced,8620,0,10,3,Better,10,28-32
0,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,Male,High,1,Human Resources,High,Divorced,2064,0,6,3,Best,5,28-32
0,Travel_Rarely,Research & Development,4,Master,Life Sciences,Male,High,2,Healthcare Representative,High,Married,4035,1,4,2,Better,3,53-57
0,Travel_Rarely,Research & Development,4,Master,Medical,Female,Medium,1,Laboratory Technician,Medium,Married,3838,0,8,5,Better,5,28-32
0,Travel_Rarely,Sales,14,Bachelor,Medical,Female,High,2,Sales Executive,High,Married,4591,1,11,4,Good,5,43-47
1,Travel_Frequently,Research & Development,2,College,Medical,Male,Medium,1,Laboratory Technician,Low,Single,2561,0,8,2,Good,0,23-27
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Medium,1,Research Scientist,High,Divorced,1563,0,1,2,Bad,1,23-27
0,Travel_Frequently,Sales,7,Bachelor,Life Sciences,Male,High,2,Sales Executive,Low,Single,4898,0,5,5,Better,4,23-27
0,Travel_Rarely,Research & Development,3,College,Medical,Female,Medium,2,Laboratory Technician,Low,Married,4789,0,10,3,Better,3,48-52
0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Female,High,1,Laboratory Technician,Medium,Married,3180,0,4,3,Better,3,28-32
0,Travel_Rarely,Research & Development,29,Below College,Life Sciences,Male,Low,2,Manufacturing Director,Medium,Married,6549,0,8,2,Good,8,23-27
0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,Male,High,2,Healthcare Representative,High,Single,6388,1,14,6,Better,0,28-32
0,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,High,3,Manager,Very High,Single,11244,0,10,5,Best,5,28-32
